ace.bible.txt	are.bible.txt	ban.bible.txt	bci.bible.txt	blz.bible.txt	bru.bible.txt	btx.bible.txt	bvr.bible.txt	cab.bible.txt	cac.sansebastian.txt	caq.bible.txt	cat.evangelica.txt	ces.living.txt	cha.2003.txt	chf.bible.txt	chr.bible.txt	crn.bible.txt	cym.colloquial2013.txt	dan.hverdagsdansk.txt	deu.newworld.txt	deu.schlachter.txt	dgi.bible.txt	dgr.bible.txt	dts.bible.txt	dur.bible.txt	eng.common.txt	eng.goodnews.txt	esi.bible.txt	esu.bible.txt	etu.bible.txt	ffm.bible.txt	fin.1992.txt	gag.latin.txt	gle.bible.txt	gug.bible.txt	gvn.bible.txt	gwi.bible.txt	hop.bible.txt	hrv.2000.txt	hun.2003.txt	iba.bible.txt	ibo.bible.txt	inb.bible.txt	ind.firman.txt	isl.bible.txt	jpn.colloquial.txt	jra.bible.txt	kaa.latin.txt	khk.bible.txt	kki.bible.txt	kor.1985.txt	kqs.bible.txt	lem.bible.txt	mad.bible.txt	mak.bible.txt	mcb.bible.txt	mco.bible.txt	mhy.bible.txt	mto.bible.txt	myx.bible.txt	naq.bible.txt	nhg.bible.txt	nhw.bible.txt	nld.2007.txt	nya.bible.txt	pab.bible.txt	pah.bible.txt	pib.bible.txt	poi.bible.txt	prk.bible.txt	qub.bible.txt	quy.bible.txt	ron.2006.txt	run.bible.txt	sme.bible.txt	snf.bible.txt	spa.newworld.txt	srq.bible.txt	tac.bible.txt	tgl.1996.txt	thk.bible.txt	tuk.mukaddes.txt	tur.newworld.txt	uig.latin.txt	vie.bandich.txt	wol.bible.txt	yua.bible.txt	zho.contemp.txt	zho.new.txt	zos.bible.txt
135	peue	iwunha -nga -ma	apa	nzu	NA	ntrớu	kai	NA	cá	NA	a- suh	quin	jaký -ou	håfa	cua '	gado	a'i -ni	pam	hvad	welch -em	was für	bʋ̃ʋ	NA	NA	NA	why	why	qanuq	na -u͡gg'un	jen	ho- n- gal	mi -tä	ne	cad	mba'e piko	NA	jaghaii	haki -ø	NA	mi -lyen 	baka ni	gini	ima -tak	NA	hvað -a	ど -れ	hơgĕt	qan -day	yuu -n	u- a- ki	무엇 -은	kuɛɛ	bɛ́- yaátɛ́	apa	apa	tata -tyo 	ti	inun	ti	NA	mâ	tli	NA	wat voor	chi- -a- ku- tani	xoana -re hoka	NA	klu -neru -ya	NA	yuh ka mawx	ima	ima	ce	iki	NA	w- iida	de qué	NA	'we -cha	ano	bû- rîkû	näme	NA	ne -ri	gì	b- an	ba'ax	什麼	甚麼	ti -cøtoya
136	peue -kon	nthakinha -la	apa krana -e	o yô se	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	ída	NA	pò yòh 	per què	proč	håfa na	cua ' uc'a	gado -no	a'i -ni	pam	NA	warum	was	bʋ̃ʋ ƴãw	ayìı -ha	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin -llu	nan	ko saabii	kuinka	ne -çіn	cad chuige	mba'e -icha piko	wanyu -rri -nku	jaghaii	hinoqw	što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	hyư̆m	ne -ge	yuu -n -d	nhani	왜	le yɛɛ	anyána	ar- apa	angng- apa	tya -ra pi- kant -ak -a -ra	na'amy	wuah inun	vintso̱ -s	NA	tare -xa -ts	tli -ca	para tlen	waarom	u- yang’an- itsitsi- ra- nji	xoana hoka	mara -name -hũ	klu china -nu	t́iiga	tix	ima -ni -r -taj	ima -na -sqa -má	de ce	iki	manne	tah ya	por qué	mbae -rã	cho -ni -gá	bakit	n'- ata	näme üçin	neden	neme uchun	sao	l- u tax	bix	為 什麼	為 甚麼	ti -'ajcuy
137	peue -kriban	nthakinha	kenken -ang	o yô se	koi upa	nṓq	uga	an- nga nula	ída	NA	sitih	com	jak	tai- månu	cache'	gado	a'i -ni	sut	hvor -dan	wie	wie	ŋmɩŋ -mɩn	dànı -t'à	yani	née	how	how	NA	qaillun	nan	hono	kuinka	nasıl	conas	mba'e -icha piko	NA	nats'ąą	hin	kako	hogy -an	baka ni	aṅa	ima -sa -tak	bagai- mana	hvernig	どう -して	hyư̆m	qalay	yaa -j	NA	어떻 -게	vɛɛ	anyána	baramma	antekamma	NA	NA	kala awe	NA	shiina	mati -ts	quiene	quenicatza	hoe	bwa- nji	aliyakere -ya	mara -name -hũ	gi	t́iiga	yuh ka mawx	imano -pa -raj	imayna -taq	cum	u- te	mo	NA	cómo	NA	NA	pa- ano	n'- ata	nädip	nasıl	qandaq	sao	n- an	bix	怎	怎	NA
138	peue -kon	iwunha -nga -la	nguda -ang	nzu ti	no- ngko'- upa	nṓq	e- ng- kai	an- nga nula	cá uágu	tas yuj	pò yòh 	per què	proč	håfa na	cua ' uc'a	gado -no	a'i -ni een cɨn	pam	hvor -for	warum	was	bʋ̃ʋ ƴãw	ayìı -ha	inge dɛ -i	moo ȩn	why	why	NA	ciin -llu	jen	ko saabii	mi -ksi	ne	cad chuige	mba'e -re piko	wanyu -rri -nku	jaghaii	hinoqw	za- što (što)	mi -ért	nama kebuah	gini	ima -pa -tak	meng- apa	hví	なぜ	hyư̆m	ne -ge	yuu -n -d	nhani	어찌 -하여사	le yɛɛ	anyána	ar- apa	angng- apa	tya -ra pi- kant -aig -ak -a -ra	nej co	wuah inun	tya̱jx -ts	u- rye ena	tare -xa	tli -ca	quenque	hoe	mu- ndi- tchuli- ra- nji	xoana hoka	NA	klu china -nu	t́iiga	yuh ka mawx	ima -ni -r -taj	ima -na -sqa -taq	de ce -mi	iki	manne	NA	por qué	NA	cho -ni -gá	bakit	mbi	näme üçin	neden	NA	tại sao	l- u tax	ba'ax ten	為 什麼	為 甚麼	ti -'ajcuy
139	peue	ngunha	apa	nzu	upa	ntrớu	kai	an- nga nula	cá -san	tas	a- suh	què	ko -ho (kdo)	håfa	cua '	gado	ti'i -taj -ni	sut	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	inge	ȩn	what	what	su -naim -ña	ca -mek	jen	ko ɗum	mi -tä	ne	cad	mba'e	wanyu -rri -ymbu	jidii	hihta (himu)	što (što)	mi -t	nama	gini	ima -tak	si- apa -kah yang	hvað	何	hơgĕt	ne -ni	yuu	chi- o- ni	무엇 -을	yɛɛ	aátɛ́	apa	apa	tata -oita	ti	inun	ti -ts	lwa- shiina	tare -e	tli	tlaque	wat voor	chiyani	xoare	mara -i	klu -neru	t́i	pa tix	ima -ta	ima	ce	iki	manne	ya	qué	mbae	chie -ti	bakit	n'- ata	näme	ne	qandaq	gì	l- u	ba'ax	什麼	甚麼	ti -'ajcuy
140	toh	NA	apa -ke	nzu	koi upa	ntrớu	kai	gun- nga	cá -san	NA	yòh	qui	ko -mu (kdo)	håyi	cua '	gado	NA	beth	NA	wer -em	wer -em	ãa	ayìı	aa	nóo	what	what	su -tun	ca -tun -llu	nan	ho- ɓe	millai -sia	kіm -a	cad	mba'e -pe -pa	NA	jidii	hihta (himu)	NA	ki -hez	apa	gini	NA	apa	hver -ju	何	hlơi	kim -ler -ge	hen -tei	chi- o- ni	무엇 -과	ɔ́ɔ̀	aányɛ́	apa	apa -mo -i	tata	huɨdi	inun	NA	shiina	tari -i	öque	NA	waar -mee	chiyani	xoare -hare	gara	klu -neru	NA	yuh ka mawx	ima -man -raj	ima -wan -taq	cine	iki- ki	gii -ea -n	ɓa	quién	NA	NA	ano	mbi	kim -e	kim -ler -e	NA	ai	l- an	ba'ax	什麼	甚麼	NA
141	soe	ngunha	encen	ônin	ime	a- léq	apai	ana- nga	cá -ba -gi	mach	ap yòh ap	quin	který	håyi	NA	gago	a'a -taa -ni	pa un	hvem	welch -er	welch -er	buor	amìı	yago	nóo	which	which one	nalli -ak -ta	nali -ag -nek	n- nyó- n	ho- mo	kumpi	angı -sı	cé acu	máva -pa	wanja -ku	juu	himu -wa (himu)	tko (tko)	mely -ik	s- apa	ònye 	maikan -tak	si- apa -kah	hvor	ど -ちら	hlơi	qay -sı -sı	hen	ya- hoki	누구 -가	kuɛɛ	háányɛ́	s- apa	kere -anga	tya -ni -rorokari	huɨdi -bɨ	hie	pa̱n -e'e	shiina	tari -b	öque -nu	catlique	wie	ndani	xala	ma -namo	giru	jup -pɨc	yuh ka mawx	may -ga -n	mayqan -ni -n -taq	care	uwu- he	goabbá	y- iida	cuál	aba	chie -ri	s- ino	n'- û- rîkû	haýsy -sy	hangi -si	qaysi -si	ai	k- an	máacalmáac	哪 一	哪 一	jutipø -'is
142	soe	ngunha -ma	nyen	se	ime	noau	ise	ana- nga	cá -tei -san	mach	a- chīö	qui	co (co)	håyi	cax- caba	gago	a'a -taa -ni	pwy	hvem	wer	wer	bʋ̃ʋ	amìı	inɛ aa -i	nóo	who	who	ki -ña	ki -na	é- nê	ho- mo	ke -ne kuka	kіm -dіr	cé	máva piko	NA	juu	haki -ø -ni -h -qe	tko (tko)	ki -csoda	s- apa	ònye 	pi -sik	si- apa	hver	何 -者	hlơi	kim	hen	nani	누구 -ㄴ데	yɛɛ	háányɛ́	s- apa	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	naanu	tari -ba	öque -nu	ajqueya	wie	ndani	xala	ma'g̃a	gi	i̱ -apaap	mawx	pi -taj	pi -taq	cine	nde	gii	ɓa	quién	mañɨ	chie -ri	s- ino	ûû	kim -kä	kim	kim -du	ai	k- an	máax	誰	誰	ti -'ajcuy
143	peue -kon	iwunha -nga -la	apa krana -ne	nzu	no- ngko'- upa	nṓq	i ja	an- nga nula	cá	tas yuj	i- suh	on	kde	månu -gge	cua ' uc'a	harv 	a'i -ni een cɨn	ble	hvor	wo	wo	wa	dànì -ghǫ	yago	tɛ́ -lá	where	where	NA	na -u -wa	fan	ho- to	mi -ssä 	nään -da	cá	mba'e piko	wanyu -rri -nku	jaghaii	hinoqw	gdje	hol	ka- ni	òle ebe	NA	di mana -kah	hvar	ど -こ	pơ pă	qa'- ne	haa -na	di- uw- a- hoki	어디	kuɛɛ	we- ényí	ar- apa	angng- apa	tya -ti -ri -tyo	ma	wuah inun	tya̱jx -s -e'e	naanu	mapa -s	tli -ca	quenque	NA	ku- ti	aliyo	NA	ginaka -tka -lu	t́iiga	dee mawx	NA	may -taq	unde	he he	gos	w- aa gada	dónde	mbae -rã	chu -ki -rú -pe -ché	na- saan	kû	hany	NA	ne -ge	đâu	ana	ba'ax	哪 裡	哪 裡	ti -cøtoya
144	soe	NA	nyen -ke	se	ime	nṓq	ise	an- guyinmiya	cá -tei funa -san	tas	a- chīö	qui	kdo (kdo)	håfa na	cax- caba	gado usdi	ti'i -taa -ni	pwy	hvem	wer	wer	ŋmɩŋ -mɩn	amìı	inge	nóo	who	who	ki -uva	ki -na	é- nê	ko	mi -kä	kіm -dіr	cé	máva piko	NA	juu	haki -ø	tko (tko)	ki -csoda	s- apa	ònye 	ima -sik	si- apa -kah	hver	だれ	hlơi	kim	hen	u- a- ki	누구 -신데	yɛɛ	háányɛ́	s- apa	inai	tya -ni -mpa -tyo -ra	pɨn	hie	vintso̱ -s	ena	tari -ba	öque -ni -ji	ajqueya	wat	u- -a- ku- tani	xoare	mara	gi	i̱ -apaap	mawx	pi -raj	pi -má	cine	ki	gii	ɓa	quién	NA	chie -ri	s- ino	ûû	kim -kä	kim	kim -du	ai	k- an	máax	誰	誰	i -pø
145	soe	ngunha -ma	nyen	NA	ime	ntrớu	ise	nyi- nga	cá	tas	a- chīö	quin	kdo (kdo)	håyi na	cuaxca	gado	a'i -ni	beth	hvad	was	wie	bo	dànì -yeh	inge	nɛ́n -ná	what	what	ki -ña	ki -tu -u -sit	jen	hono	mi -kä	ne -soy	cad	mba'e -icha	NA	nats'ąą	hin	kako	mi	s- apa	òle 	ima -tak	si- apa -kah	hvað	なん -と	hlơi	kim	hen	nani	무엇 -이 -냐	vɛɛ	aányɛ́	s- apa	inai	tya -ra	ti	hie	ti -s -e'e	shiina	mati -ts	quiene	tlaque	hoe	yani	xoare	gara	klu	i̱	pa tix	ima -taj	ima -taq	care -ți	nde	mii	na	cuál	mañɨ	cho -ni -li -me	ano	ata	näme	ne	neme	gì	n- oo	bix	什麼	甚麼	i
146	soe	ngunha -la -ma	nyen	wan	ime	noau	ise	ana- nga	cá	mach	a- chīö	qui	kdo (kdo)	håyi	caxca	gago	a'a -taa -ni	pwy	hvem	wer	wer	ãa	amìı	inɛ aa -i	nóo	who	who	ki -a	ki -a	é- nê	ho- mo	ke -ne kuka	kіm	cé	máva piko	wanju -ngku	juu	haki -ø	tko (tko)	ki	s- apa	ònye 	pi -tak	si- apa yang	hver	だれ	hlơi	kim	hen	nani	누구 -가	nɛ̀ɛ́ -nɛ̀	aányɛ́	s- apa	inai	tya -ni	pɨn	hie	pa̱n -ts	naanu	tari -e	öque -nu	ajqueya	wie	ndani	xala	ma'g̃a	katu	i̱	mawx	pi -taj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	n'- ûû	kim	kim	kim	ai	k- u	máax	誰	誰	i -'is
147	soe	ngunha -nta -ma	nyen -ke	NA	ime	noau	ise	ana- nga	cá -tei	mach -m	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago	a'a -taj -qui	pwy	hvem	wer	wer	ãa	amìı	inɛ aa -i	nɔ́n -ná	who	who	ki -uva	ki -na	fan	ho- mo	ke -ne kuka	kіm	cé	máva piko	NA	juu	haki -y -ni -qw	tko (tko)	ki -csoda	s- apa	ònye 	pi -sik	si- apa -kah	hver	NA	hlơi	kim	hen	nani	누구 -ㄹ까	ɔ́ɔ̀	NA	s- apa	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	naanu	tari -ba	öque -nu	ajqueya	wie	ndani	xala	mara -nu -hũ	katu -ni	i̱ -apaap	mawx	pi -raj	pi -taq	cine	nde	gii	ɓa	quién	aba	chie -ri	s- ino	n'- ûû	kim -kä	kim	kim -du	ai	k- an	máax	誰	誰	i -yø -ṉ
148	soe	ngunha -ma	nyen -ke	wan	ime	noau	ise	ngu- nga	ída	mach -n	a- chīö	qui	ko -ho (kdo)	håfa	caxca -jon	gago	a'i -ni	pwy	hvem	was	wer -en	ãa	amìı	inɛ aa -i	nɔ́n -ná	who	who	ki -uni -su -uvanŋa 	qaillun	bhaghé é- kpak	ho- mo	ke -ne kuka	ne	cé	máva -ha	NA	juu	haki -y -ni -h -qat	tko (tko)	ki -nek	s- apa	ònye 	pi	si- apa -kah	hver -n	だれ	hlơi	kim	hen	nani	누구 -라고	vɛɛ	aányɛ́	s- apa	inai -a'	tya -ra i- kant -aig -a -na 	pɨn	hie	vintso̱ -s -e'e	NA	tari	öque -nu	ajqueya	wie	yani	xala	mara -i	katu	a- i̱ -apaap	mawx	pi	pi -m	cine	nde	gii -ea -nin	ɓa	quién	aba	chie -ri	s- ino	ûû	kim	kim	kim	ai	k- u	máax -en	誰	誰	ti
149	sampoe án peue -jan	NA	buin amu- napi -ke	tyen ônin	pataka ipi	máh léq	kai nari dekahna	gu- yinmiya -pa	átiri -bei -san	b'a'n̈ -to	i- ṙô -ò -ten	fins quan	jak dlouho	kuånto -s tiempo	ca ti q'uin	hilago	a'achu -ni	am faint	hvor længe	wie lange	wie lange	debor	dàwhaà	waaru yago baa	nɛ́n -ná	how long	how long	qanutun	NA	nan	faa ma- nde	kuinka kauan	ne -zaman -a -dan	cad fad 	araka'e peve piko	wanja wanja	dee gwąh -khyuk	hihsa' -vo haqam	koliko	meddig	ni pengelama	ole mb͕e	ima -ura -kama -tak	ber- apa lama	hversu lengi	いつ -まで	hơdôm sui	qashan -g'a	her udaan	mpaka milaki	언제 -까지	háá telen kuɛɛ	nyí- ényí	sampe' bila	siapa -pi sallo -ku	aka -samani -nivati -rorokari	naag xɨɨ	hampe awe	joma	shiina	mati -kō -se	hasta quiema	quesqui tonali	hoe -lang	nthawi i- -a- nji	otene kij -iya -ite	maname -hũ	gi pejnu -gogne -nanu -kta	t́iiga	miex grheung	imay -cama -raj	hayka -pi -kama -taq	până când	ryari	mii -a -n guhká	bi kera	hasta cuándo	mañɨ	chie -ni -ko	hanggang kailan	rî	haçan -a çenli	ne kadar	qachan -ghi -che	bao lâu	kañ	tac ba'ax kiin	多 久	幾 時	jujche tiempo
150	peue 	nthakinha -ma	napi	nzu	upa	ntrớu	kai	ngu- yinmiya	cá -ba -san	tas	a- suh	què	co (co)	håfa	cua '	gado	ti'i -ta -ni	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı dàts' -ele	kijɛ inge	née	what	what	su -mik	ca -kun	jen	hono	mi -tä	ne	cad	mba'e piko	wanjarr -mal	dee shi -yaa	hihta (himu)	što (što)	mi -t	nama	gini	ima -sa -tak	apa -kah yang	hvað	何	hơgĕt	ne	yaa -h	nhani	무엇 -을	yɛɛ	aátɛ́	pon- apa	apa	tya -ra no- n- kant -ak -empa	ti	inun	ti -s	NA	tare -e	tli -n	tlaque	wat	chiyani	xoare -ya	mara	klu	t́i	yuh ka mawx	ima -ta -taj	ima -ta	ce	iki	mii -a -id	y- iida	qué	mbae	chu -'sí -mala	ano	n'- ata	näme	ne	qandaq	gì	l- an	ba'ax	怎樣	甚麼	ti
151	peue	iwunha -ma	sapu- napi -ke	se	koi upa	ntrớu	kai	gu- yinmiya	cá -tei -gi	tas	a- suh	què	co (co)	håfa	cua '	gado	a'i -ni	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	inge -i	nɛ́n -ná	what	what	qanuq	qaillun	jen	ko ɗum	mi -tä	ne	cad	mba'e -pa	wanyu	dee gwinyąą	hin	što (što)	mi	nama	gini	ima	apa -kah yang	hvað	なん -と	hơgĕt	ne	yuu	chi- o- ni	무엇 -이 -라고	yɛɛ	aátɛ́	baramma	apa	tya -ra o- kant -i -ra	ti	inun	vintso̱ -s -e'e	shi- rye ena	tare -e	tli	tlaque	wat	chiyani	xoare	mara -i	gi	junɨm -pa	yuh ka mawx	imano -taj	ima	ce	bi- te	mii	y- iida	qué	mañɨ	chu -ri -gá	ano	ata	näme	ne	neme	gì	l- u	ba'ax	怎麼	甚麼	ti -yø
152	peue -kriban	nthakinha	sapu- napi -ke	se	koi upa	ntrớu	kai	NA	ída	tas	sitih	com	co (co)	håfa	cache' -da	gado	ti'i -taa -ni	sut	NA	wie	wie	bʋ̃ʋ n'ʋ	NA	yani	nɛ́n -ná	how	how	su -nik	qaillun	jen	ko ɗum	mi -tä	nasıl	cad	mba'e piko	NA	dee -nyąą t'inyąą	hin	što (što)	hogy -an	nama	aṅa	ima -tak	NA	hvernig	どう	hơgĕt	qalay	her -hen	nhani	어떻 -게	vɛɛ	anyána	baramma	antekamma	tya -ra o- kant -i	nej	kala awe	vintso̱	u- rye ena	mati -ts	quiene	quenicatza	NA	bwa- nji	aliyakere -xe	mara	gi p- gixpoko	t́i	ka mawx	imano	ima	ce	iki	mii -a -id	ya	cómo	NA	chu -ri -gá	ano	ata	nähili	ne	qandaq	gì	l- an	bix	怎麼	甚麼	jujche
153	soe	NA	sapa sira -ke	wan	ime	noau	ise	ana- nga	cá -ta -ña -gi	mach	a- chīö	qui	kdo (kdo)	håyi	caxca une	gago -no	a'a -ta -ni	pwy	hvem	wer	wer	ãa	amìı	aa -i	nɔ́n -ná	who	who	ki -uva	ki -n -ku -smi	é- nê	ho- mo	ke -ne kuka	kіm -dіr	cé	máva piko	NA	juu	haki -ø	tko (tko)	ki	s- apa	ònye 	pi -tak	si- apa -kah yang	hver	だれ	hlơi	kim	hen	no- ya- hoki	누구 -가	nɛ̀ɛ́	aányɛ́	pasera	inai	tya -ni -mpa -tyo -ra	pɨn	hie	pa̱n -ts	naanu	tari -e	öque -nu	ajqueya	wie	ndani	xala	ma'g̃a	katu -ni	i̱ -apaap	mawx	pi -taj	pi -taq	cine	nde	gii	y- iida	quién	aba	chie -ri	s- ino	n'- û- rîkû	kim	kim	kim -ler	ai	k- an	máax	誰	誰	i -yø
154	toh	ngunha	sane encen -ke	ônin	ime	a- léq	apai	ana- nga	cá -tei -ti	mach	ök yòh ök	quin	který	håyi	cax- camba	gago	a'a -taa -ni	pa un	hvem	wer	welch -er	buor	amìı	inɛ aa -i	nóo	which one	which one	nalli -at	nali -at	é- nê	ho- mo	ke -ne kuka	kіm	cé acu	máva -pa	wanja -ku	juu	himu -wa (himu)	koj -i	ki	s- apa	ònye	maikan -tak	si- apa -kah yang	hver	だれ	hlơi	qay -sı -sı	NA	ya- hoki	누구 -가	ɔ́ɔ̀	háányɛ́	kemma	kere -anga	tya -ni	ma	sa awe	pa̱n	naanu	mâ -b	öque -nu	catlique	wie	u- ti	xala	ma -namo	giru	jup -pɨc	mawx	may -ga -n	mayqan -ni -n -taq	care	nde	guhte -muš	y- iida	quién	aba	chie -ri	s- ino	n'- û- rîkû	haýsy -sy	hangi -si	qaysi -si	ai	k- an	máacalmáac	誰	誰	jutipø
155	soe	ngunha -la -nta -ma	sapa sira	wan	upa	NA	uga	gu- gaya	cá -gi	mach	chīö	qui	jaký -ou	håyi	caxca une	gago	a'a -ta -ni	pwy	NA	wer -en	wer -en	ãa	amìı	aa be -i	nóo woo -lá	who -se	how	ki -kulli	na -u͡gg'un	é- nê	ho- mo	ke -ne -n	kіm -іn	cé	máva piko	wanju -ngku	juu	haki -y	čij -om	ki	s- apa	ònye	pi -pa	bagai- mana	hver -ju	だれ	hlơi	kim -nin	hen -ee -r	lu- ani	누구 -의	nɛ̀ɛ́	aányɛ́	s- apa	inai	tya -ni -ra -tyo	pɨn	hie	pa̱n	naanu	tari -i	NA	ajqueya	hoe	yani	xala	ma'g̃a	katu	NA	pui mawx	pi -pa	pi -pa	cine -ui	nde	gii -ea -n	ɓa	de quién	aba	'la -cha	kan- ino -ng	ûû	kim	kim -in	kim -ge	của ai	g- an	máax	誰	誰	NA
156	soe	NA	sira	wan	ime	noau	ise	ana- nga	cá -gi	mach	a- chīö	qui	NA	håyi	caxca une	gago	a'a -taa -ni	pwy	NA	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	ki -a	ki -a	fan	ho- mo	mi -tä	kіm	cé	máva piko	NA	juu	haki -ø	tko (tko)	ki	s- apa	ònye 	NA	si- apa -kah yang	hver	だれ	hlơi	kim	hen	nani	NA	nɛ̀ɛ́	aányɛ́	s- apa	inai	NA	pɨn	hie	pa̱n -ts	naanu	tari -e	öque -nu	NA	hoe	ndani	xala	NA	katu	i̱	mawx	NA	pi -taq	cine	nde	gii	y- iida	quién	mbae -rã	chie -ri	s- ino	n'- ûû	kim	kim	kim	ai	k- an	máax	誰	誰	i -'is
157	peue	NA	kenken -ang	se	upa	ntrớu	uga	ngu- yinmiya	NA	tas -m	sitih	què	NA	håfa	cua '	gado	a'i -ni	beth	hvad	was	was	ŋmɩn	ayìı	inge	nɛ́n -ná	what	what	qanuq	qaillun	nan	hono	mi -tä	NA	cad	mba'e piko	wanjarr -mal -da	dee -hishi -yaa	hinh -ti -ni	što (što)	mi -t	nama	gini	ima -sa -tak	NA	hvað	どう	hơgĕt	ne	NA	nhani	어떻 -게	vɛɛ	anyána	apa	apa	NA	ti	inun	ti -s	ndye- ena	tare -e	tli	tlaque	NA	NA	xoare	mara	gi	t́i	yuh ka mawx	may -man -taj	NA	ce	n- te	mii -a -id	na	qué	mañɨ	NA	ano	n'- ata	näme	ne	qandaq	gì	n- u	ba'ax	怎麼	怎麼	ti -yø
158	soe	nthakinha -nta -ma	nyen	wan	ime	noau	ise	NA	cá -ba -san	mach -m	chīö	qui	ko -mu (kdo)	håyi	caxca	gago -no	a'a -taa -ni	pwy	hvem	wer	wer -em	ãa	amìı	aa	nɔ́n -ná	who	who	ki -a	ki -a	é- nê	ho- mo	ke -ne -lle	kіm -a	cé	piko máva -pe	wanju -ngku	juu	haki -y	ko -mu (tko)	ki -é	s- apa	ònye 	pi -manda -sik	si- apa	hver	だれ	hlơi	kim -ge	hen	fi- ani	NA	nɛ̀ɛ́ -nɛ̀	aányɛ́	s- apa	inai	tya -ni -mpa -tyo	pɨn	hie	pa̱n	naanu	tari -i	öque	ajqueya	wie	zi- -a- yani	xala -ite	NA	katu -n -pa -tka -ni	i̱	pui mawx	pi -pa -raj	pi -paq -taq	cine -ui	nde	gii -ea -sa	ɓa	quién	aba	chie -ri	kan- ino	ûû	kim -e	kim -e	kim -ge	ai	k- u	máax	誰	誰	ti -yø
159	soe	NA	nyen -ke	ônin	NA	a- léq	ise	nyi- nga	NA	NA	a- chīö	qui	NA	håyi	NA	gago -no	a'a -taa -ni	NA	hvad	wer	wer	buor	ayìı -ha	inɛ aa	nóo	who	NA	nalli -q -si 	ki -a	é- nê	ho- mo	ke -ne kuka	kіm	cé agaibh	máva piko	NA	NA	haki -ø	NA	ki	NA	ònye 	pi -kuna -tak	apa	hver	だれ	hlơi	kim	hen	nani	누구 -가	ɔ́ɔ̀	aányɛ́	s- apa	inai	NA	pɨn	hie	pa̱n -ts	naanu	tari -e	nion- öque	NA	waar	ndani	xala	NA	katu	NA	mawx	pi -raj	mayqan -ni -ki -chik -taq	cine	nde	guhte -muš	y- iida	quién	NA	NA	s- ino	n'- ûû	haýsy	hangi -niz	qaysi -ng -ler	ai	k- an	máax	誰	誰	NA
160	peue -kon	iwunha -nga -nta -ma	nguda -ang	nzu ti	no- ngko'- upa	nṓq	ng- kai	an- nga nula	cá uágu	tas yuj	pò yòh	per què	proč	sa' put håfa na	cua ' uc'a	gado -no	a'i -ni	beth	hvor -for	warum	was	bʋ̃ʋ n'ʋ so	ayìı -ha	inge dɛ -i	moo ȩn	why	why	su -m -man	ciin	jen	ko saabii	mi -tä	ne -çіn	cad chuige	mba'e -rã piko	NA	jaghaii	hinoqw	za- što (što)	mi -t	nama kebuah	gini	ima -pa -tak	apa	hví	どう -して	hyư̆m	ne -ge	yuu	nhani	왜	le yɛɛ	a- nyí- aátɛ́	ar- apa	angng- apa	tya -ra o- kant -ak -a	nej co	wuah inun	tya̱jx	lwa- shiina	tare -xa	tli para	para tlen	waar -over	mu- de- ra- nji	xoana -re hoka	NA	klu china -nu	t́iiga	yuh ka mawx	NA	ima -paq -taq	de ce	iki gituma	manne	ya	por qué	mbae -rã	cho -ni -gá	bakit	mbi n'ûntû	näme üçin	neden	neme	tại sao	l- u tax	ba'ax ten	何 必	為 甚麼	ti -'ajcuy
161	peue -kon	NA	napi awinan	nzu ti	no- ngko'- upa	ntrớu	ng- kai	NA	cá uágu	tas yuj	sitih	com	jak	sa' håfa na	cua ' uc'a	gado -no	NA	pam	hvor -for	wie	wie	bʋ̃ʋ n'ʋ so	dànì -ghǫ	inge dɛ -i	NA	how	why	NA	qaillun	jen	ko waɗi	kuinka	nasıl	cad	mba'e -icha rupi piko	NA	dee -hee -yaa	hin	kako	mi -ért	nama kebuah	òle 	ima -pa -tak	NA	hvernig	どう -して	hyư̆m	ne -ge	yaa -g -aa -d	nhani	왜	le yɛɛ	anyána	ar- apa	apa saba'na	tya -ra o- kant -ak -a	nej co	wuah inun	tya̱jx	lwa- shiina	mati	tli -ca	para tlen	NA	bwa- nji	xoana -re hoka	mara -name -hũ	gi gixpoko	t́iiga	NA	ima -ni -r -taj	imayna -m	cum	iki	manne	na	cómo	mbae -rã	cho -ni -gá	bakit	NA	näme üçin	nasıl	neme	tại sao	l- u tax	ba'ax ten	為 什麼	怎麼	ti -'ajcuy
