ace-bible.txt	are-bible.txt	ban-bible.txt	bci-bible.txt	blz-bible.txt	bru-bible.txt	btx-bible.txt	bvr-bible.txt	cab-bible.txt	cac-sansebastian.txt	caq-bible.txt	cat-evangelica.txt	ces-living.txt	cha-2003.txt	chf-bible.txt	chr-bible.txt	crn-bible.txt	cym-colloquial2013.txt	dan-hverdagsdansk.txt	deu-newworld.txt	deu-schlachter.txt	dgi-bible.txt	dgr-bible.txt	dts-bible.txt	dur-bible.txt	eng-common.txt	eng-goodnews.txt	esi-bible.txt	esu-bible.txt	etu-bible.txt	ffm-bible.txt	fin-1992.txt	gag-latin.txt	gle-bible.txt	gug-bible.txt	gvn-bible.txt	gwi-bible.txt	hop-bible.txt	hrv-2000.txt	hun-2003.txt	iba-bible.txt	ibo-bible.txt	inb-bible.txt	ind-firman.txt	isl-bible.txt	jpn-colloquial.txt	jra-bible.txt	kaa-latin.txt	khk-bible.txt	kki-bible.txt	kor-1985.txt	kqs-bible.txt	lem-bible.txt	mad-bible.txt	mak-bible.txt	mcb-bible.txt	mco-bible.txt	mhy-bible.txt	mto-bible.txt	myx-bible.txt	naq-bible.txt	nhg-bible.txt	nhw-bible.txt	nld-2007.txt	nya-bible.txt	pab-bible.txt	pah-bible.txt	pib-bible.txt	poi-bible.txt	prk-bible.txt	qub-bible.txt	quy-bible.txt	ron-2006.txt	run-bible.txt	sme-bible.txt	snf-bible.txt	spa-newworld.txt	srq-bible.txt	tac-bible.txt	tgl-1996.txt	thk-bible.txt	tuk-mukaddes.txt	tur-newworld.txt	uig-latin.txt	vie-bandich.txt	wol-bible.txt	yua-bible.txt	zho-contemp.txt	zho-new.txt	zos-bible.txt
42006032	peue	iwunhangama	apa	nzu	NA	ntrớu	kai	NA	ca	NA	asuh	quin	jakou	håfa	cua'	gado	a'ini	pam	hvad	welchem	was für	bʋ̃ʋ	NA	NA	NA	why	why	qanuq	nau͡gg'un	jen	hongal	mitä	ne	cad	mba'e piko	NA	jaghaii	hak	NA	milyen	baka ni	gini	imatak	NA	hvaða	どれ	hơgĕt	qanday	yuun	waki	무슨	kuɛɛ	bɛ́yaátɛ́	apa	apa	tatatayo	ti	inun	ti	NA	mâ	tli	NA	wat voor	chotani	xoanere hoka	NA	kluneruya	NA	yuh ka mawx	ima	ima	ce	iki	NA	wiida	de qué	NA	'wecha	ano	bûrîkû	näme	NA	neri	gì	ban	ba'ax	什麼	甚麼	ticøtoya
42006041	pakon	nthakinhala	apa kranae	o yô se	nongko'upa	nṓq	engkai	an-nga nula	ída	NA	pò yòh	per què	proč	håfa na	cua' uc'a	gadono	a'ini	pam	NA	warum	was	bʋ̃ʋ ƴãw	ayìıha	inge dɛi	moo ȩn	why	why	summan	ciin-llu	nan	ko saabii	kuinka	neçіn	cad chuige	mba'éicha piko	wanyurrinku	jaghaii	hinoqw	što	miért	nama kebuah	gini	imapatak	mengapa	hví	なぜ	hyư̆m	nege	yuund	nhani	왜	le yɛɛ	anyána	arapa	angngapa	tyara pikantakara	na'amy	wuah inun	vintso̱s	NA	tarexats	tlica	para tlen	waarom	uyang’anitsitsiranji	xoana hoka	maranameuhũ	klu chinanu	t́iiga	tix	imanirtaj	imanasqamá	de ce	iki	manne	tah ya	por qué	mbaerã	chonigá	bakit	n'ata	näme üçin	neden	neme uchun	sao	lu tax	bix	為什麼	為甚麼	ti'ajcuy
42006042	pakriban	nthakinha	kenkenang	o yô se	koi upa	nṓq	kuga	an-nga nula	ída	NA	sitih	com	jak	taimanu	cache'	gado	a'ini	sut	hvordan	wie	wie	ŋmɩŋmɩn	dànıt'à	yani	née	how	how	NA	qaillun	nan	hono	kuinka	nasıl	conas	mba'éicha piko	NA	nats'ąą	hin	kako	hogyan	baka ni	aṅa	imasatak	bagaimana	hvernig	どうして	hyư̆m	qalay	yaaj	NA	어떻게	vɛ̀ɛ̀	anyána	baramma	antekamma	NA	NA	kalaawe	NA	shiina	matits	quiene	quenicatza	hoe	bwanji	aliyakereya	maranameuhũ	gi	t́iiga	yuh ka mawx	imanöparaj	imaynataq	cum	ute	mo	NA	cómo	NA	NA	paano	n'ata	nädip	nasıl	qandaq	sao	nan	bix	怎	怎	NA
42006046	pakon	iwunhangala	ngudiang	nzu ti	nongko'upa	nṓq	engkai	an-nga nula	ca uágu	tas yuj	pò yòh	per què	proč	håfa na	cua' uc'a	gadono	a'ini een cɨn	pam	hvorfor	warum	was	bʋ̃ʋ ƴãw	ayìıha	inge dɛi	moo ȩn	why	why	NA	ciin-llu	jen	ko saabii	miksi	ne	cad chuige	mba'ére piko	wanyurrinku	jaghaii	hinoqw	zašto	miért	nama kebuah	gini	imapatak	mengapa	hví	なぜ	hyư̆m	nege	yuund	nhani	어째서	le yɛɛ	anyána	arapa	angngapa	tyara pikantaigakara	nej co	wuah inun	tya̱jxts	uryeena	tarexa	tlica	quenque	hoe	munditchuliranji	xoana hoka	NA	klu chinanu	t́iiga	yuh ka mawx	imanirtaj	imanasqataq	de ce-mi	iki	manne	NA	por qué	NA	chonigá	bakit	mbi	näme üçin	neden	NA	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
42007024	peue	ngunha	apa	nzu	upa	ntrớu	kai	an-nga nula	cásan	tas	asuh	què	koho	håfa	cua'	gado	ti'itajni	sut	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	inge	ȩn	what	what	sunaimña	camek	jen	koɗum	mitä	ne	cad	mba'e	wanyurrimbu	jidii	hihta	što	mit	nama	gini	imatak	siapakah yang	hvað	何	hơgĕt	neni	yuu	choni	무엇을	yɛɛ	aátɛ́	apa	apa	tatoita	ti	inun	tits	lwashiina	tare-e	tli	tlaque	wat voor	chiyani	xoare	marãi	kluneru	t́i	patix	imata	ima	ce	iki	manne	ya	qué	mbae	chieti	bakit	n'ata	näme	ne	qandaq	gì	lu	ba'ax	什麼	甚麼	ti'ajcuy
42007031b	toh	NA	apake	nzu	koi upa	ntrớu	kai	gun-nga	cásan	NA	yòh	qui	komu	håyi	cua'	gado	NA	beth	NA	wem	wem	ãa	ayìı	aa	nóo	what	what	sutun	catun-llu	nan	hoɓe	millaisia	kіmä	cad	mba'épepa	NA	jidii	hihta	NA	kihez	apa	gini	NA	apa	hverju	何	hlơi	kimlerge	hentei	choni	무엇과	ɔ́ɔ̀	aányɛ́	apa	apami	tata	huɨdi	inun	NA	shiina	tari-i	öque	NA	waarmee	chiyani	xoarehare	gara	kluneru	NA	yuh ka mawx	imamanraj	imawantaq	cine	igiki	gean	ɓa	quién	NA	NA	ano	mbi	kime	kimlere	NA	ai	lan	ba'ax	什麼	甚麼	NA
42007042	soe	ngunha	encen	ônin	ime	aléq	apai	ana-nga	cábagi	mach	ap yòh ap	quin	který	håyi	NA	gago	a'ataani	pa un	hvem	welcher	welcher	buor	amìı	yagɔ	nóo	which	which one	nalliakta	naliagnek	nnyón	homo	kumpi	angısı	cé acu	mávapa	wanjaku	juu	himuwa	tko	melyik	sapa	ònye	maikantak	siapakah	hvor	どちら	hlơi	qaysısı	hen	yehoki	누가	kuɛɛ	háányɛ́	sapa	kereanga	tyanirorokari	huɨdibɨ	hie	pa̱ne'e	shiina	tarib	öquenu	catlique	wie	ndani	xala	manamo	giru	juppɨc	yuh ka mawx	maygan	mayqannintaq	care	uwuhe	goabbá	yiida	cuál	aba	chieri	sino	n'ûrîkû	haýsysy	hangisi	qaysisi	ai	kan	máacalmáac	哪 一	哪 一	jutipø'is
42007049	soe	ngunhama	nyen	se	ime	noau	ise	ana-nga	cáteisan	mach	achīö	qui	co	håyi	caxcaba	gago	a'ataani	pwy	hvem	wer	wer	bʋ̃ʋ	amìı	inɛ aai	nóo	who	who	kiña	kina	énê	homo	kuka	kіmdіr	cé	máva piko	NA	juu	haknihqe	tko	kicsoda	sapa	ònye	pisik	siapa	hver	何者	hlơi	kim	hen	nani	누군데	yɛɛ	háányɛ́	sapa	inai	tyanimpatyora	pɨn	hie	pa̱nts	naanu	tariba	öquenu	ajqueya	wie	ndani	xala	ma'g̃a	gi	i̱apaap	mawx	pitaj	pitaq	cine	nde	gii	ɓa	quién	mañɨ	chieri	sino	ûû	kimkä	kim	kimdu	ai	kan	máax	誰	誰	ti'ajcuy
42008025a	pakon	iwunhangala	apa kranane	nzu	nongko'upa	nṓq	i ja	an-nga nula	ca	tas yuj	isuh	on	kde	mångge	cua' uc'a	hara	a'ini een cɨn	ble	hvor	wo	wo	wa	dànìghǫ	yago	tɛ́lá	where	where	NA	nauwa	fan	hoto	missä	näända	cá	mba'e piko	wanyurrinku	jaghaii	hinoqw	gdje	hol	kini	òle ebe	NA	di manakah	hvar	どこ	pơpă	qa'ne	haana	dyuwahi	어디	kuɛɛ	weényí	arapa	angngapa	tyatirityo	ma	wuah inun	tya̱jxse'e	naanu	mapas	tlica	quenque	NA	kuti	aliyo	NA	ginakatkalu	t́iiga	dee mawx	NA	maytaq	unde	hehe	gos	wada	dónde	mbaerã	chukirúpeché	nasaan	kû	hany	NA	nege	đâu	ana	ba'ax	哪裡	哪裡	ticøtoya
42008025b	soe	NA	nyenke	se	ime	nṓq	ise	an-guyinmiya	cátei funásan	tas	achīö	qui	kdo	håfa na	caxcaba	gado usdi	ti'itaani	pwy	hvem	wer	wer	ŋmɩŋmɩn	amìı	inge	nóo	who	who	kiuva	kina	énê	ko	mikä	kіmdіr	cé	máva piko	wanju	juu	hak	tko	kicsoda	sapa	ònye	imasik	siapakah	hver	だれ	hlơi	kim	hen	waki	누구신데	yɛɛ	háányɛ́	sapa	inai	tyanimpatyora	pɨn	hie	vintso̱s	ena	tariba	öqueniji	ajqueya	wat	wotani	xoare	marã	gi	i̱apaap	mawx	piraj	pimá	cine	ki	gii	ɓa	quién	NA	chieri	sino	ûû	kimkä	kim	kimdu	ai	kan	máax	誰	誰	ipø
42008030	soe	ngunhama	nyen	NA	ime	ntrớu	ise	ny-yinga	ca	tas	achīö	quin	kdo	håyi na	cuaxca	gado	a'ini	beth	hvad	was	wie	bo	dànìyeh	inge	nɛ́nná	what	what	kiña	kituusit	jen	hono	mikä	nesoy	cad	mba'éicha	wanju	nats'ąą	hin	kako	mi	sapa	òle	imatak	siapakah	hvað	なんと	hlơi	kim	hen	nani	무엇이냐	vɛ̀ɛ̀	aányɛ́	sapa	inai	tyara	ti	hie	tise'e	shiina	matits	quiene	tlaque	hoe	yani	xoare	gara	klu	i̱	patix	imataj	imataq	care-ți	nde	mii	na	cuál	mañɨ	chonilime	ano	ata	näme	ne	neme	gì	noo	bix	什麼	甚麼	i
42008045	soe	ngulama	nyen	wan	ime	noau	ise	ana-nga	ca	mach	achīö	qui	kdo	håyi	caxca	gago	a'ataani	pwy	hvem	wer	wer	ãa	amìı	inɛ aai	nóo	who	who	kia	kia	énê	homo	kuka	kіm	cé	máva piko	wanjungku	juu	hak	tko	ki	sapa	ònye	pitak	siapa yang	hver	だれ	hlơi	kim	hen	nani	누가	nɛ̀ɛ́-nɛ̀	aányɛ́	sapa	inai	tyani	pɨn	hie	pa̱nts	naanu	tari-e	öquenu	ajqueya	wie	ndani	xala	ma'g̃a	katu	i̱	mawx	pitaj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	n'ûû	kim	kim	kim	ai	ku	máax	誰	誰	i'is
42009009a	soe	ngunhantama	nyenke	NA	ime	noau	ise	ana-nga	cátei	machm	achīö	qui	kdo	håyi	caxca une	gago	a'atajqui	pwy	hvem	wer	wer	ãa	amìı	inɛ aai	nɔ́nná	who	who	kiuva	kina	fan	homo	kuka	kіm	cé	máva piko	wanju	juu	hákiyniqw	tko	kicsoda	sapa	ònye	pisik	siapakah	hver	NA	hlơi	kim	hen	nani	누굴까	ɔ́ɔ̀	NA	sapa	inai	tyanimpatyora	pɨn	hie	pa̱nts	naanu	tariba	öquenu	ajqueya	wie	ndani	xala	maranuhũ	katni	i̱apaap	mawx	piraj	pitaq	cine	nde	gii	ɓa	quién	aba	chieri	sino	n'ûû	kimkä	kim	kimdu	ai	kan	máax	誰	誰	iyøṉ
42009018	soe	ngunhama	nyenke	wan	ime	noau	ise	ngu-ngiya	ída	machn	achīö	qui	koho	håfa	caxcajon	gago	a'ini	pwy	hvem	was	wen	ãa	amìı	inɛ aai	nɔ́nná	who	who	kiunisuuvanŋa	qaillun	bhaghé ekpak	homo	kuka	ne	cé	mavaha	wanju	juu	hákiynihqat	tko	kinek	sapa	ònye	pi	siapakah	hvern	だれ	hlơi	kim	hen	nani	누구라고	vɛ̀ɛ̀	aányɛ́	sapa	inaia'	tyara ikantaigana	pɨn	hie	vintso̱se'e	NA	tari	öquenu	ajqueya	wie	yani	xala	marãi	katu	ai̱apaap	mawx	pï	pim	cine	nde	geanin	ɓa	quién	aba	chieri	sino	ûû	kim	kim	kim	ai	ku	máaxen	誰	誰	ti
42009041a	sampoe án pajan	NA	buin amunapake	tyen ônin	pataka ipi	máh léq	kai nari dekahna	gu-yinmiyapa	átiribeísan	b'a'n̈to	i rôòten	fins quan	jak dlouho	kuåntos tiempo	ca ti q'uin	ilago	a'achuni	am faint	hvor længe	wie lange	wie lange	debor	dàwhaà	waaru yagɔ baa	nɛ́nná	how long	how long	qanutun	NA	nan	faa mande	kuinka kauan	nezamanadan	cád fad	araka'e peve piko	wanja-wanja	deegwąhkhyuk	hihsavohaqam	koliko	meddig	ni pengelama	ole mb͕e	imaurakamatak	berapa lama	hversu lengi	いつまで	hơdôm sui	qashang'a	her udaan	mpaka milaki	언제까지	háá telen kuɛɛ	nyíényí	sampe' bila	siapapi salloku	akasamaninivatirorokari	naag xɨɨ	hampe awe	joma	shiina	matikōse	hasta quiema	quesqui tonali	hoelang	nthawi yanji	otene kijiyaite	manameuhũ	gi pejnugognenanukta	t́iiga	miex grheung	imaycamaraj	haykapikamataq	până când	ryari	man guhká	bi kera	hasta cuándo	mañɨ	chiéniko	hanggang kailan	rî	haçana çenli	ne kadar	qachanghiche	bao lâu	kañ	tac ba'ax kiin	多久	幾時	jujche tiempo
42010025	peu	nthakinhama	napi	nzu	upa	ntrớu	kai	ngu-yinmiya	cábasan	tas	asuh	què	co	håfa	cua'	gado	ti'itani	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı dàts'ele	kijɛ inge	née	what	what	sumik	cakun	jen	hono	mitä	ne	cad	mba'e piko	wanjarrmal	deeshi'yaa	hihta	što	mit	nama	gini	imasatak	apakah yang	hvað	何	hơgĕt	ne	yaah	nhani	무엇을	yɛɛ	aátɛ́	ponapa	apa	tyara nonkantakempa	ti	inun	tis	NA	tare-e	tlin	tlaque	wat	chiyani	xoareya	marã	klu	t́i	yuh ka mawx	imatataj	imata	ce	iki	maid	yiida	qué	mbae	chu'símala	ano	n'ata	näme	ne	qandaq	gì	lan	ba'ax	怎樣	甚麼	ti
42010026a	peue	iwunhama	sapunapike	se	koi upa	ntrớu	kai	gu-yinmiya	cáteigi	tas	asuh	què	co	håfa	cua'	gado	a'ini	beth	hvad	was	was	bʋ̃ʋ n'ʋ	ayìı	ingei	nɛ́nná	what	what	qanuq	qaillun	jen	koɗum	mitä	ne	cad	mba'épa	wanyu	deegwinyąą	hin	što	mi	nama	gini	ima	apakah yang	hvað	なんと	hơgĕt	ne	yuu	choni	무엇이라고	yɛɛ	aátɛ́	baramma	apa	tyara okantira	ti	inun	vintso̱se'e	shiryeena	tare-e	tli	tlaque	wat	chiyani	xoare	marãi	gi	junɨmpa	yuh ka mawx	imanötaj	ima	ce	bite	mii	yiida	qué	mañɨ	churigá	ano	ata	näme	ne	neme	gì	lu	ba'ax	怎麼	甚麼	tiyø
42010026b	pakriban	nthakinha	sapunapike	se	koi upa	ntrớu	kai	NA	ída	tas	sitih	com	co	håfa	cache'da	gado	ti'itaani	sut	NA	wie	wie	bʋ̃ʋ n'ʋ	NA	yani	nɛ́nná	how	how	sunik	qaillun	jen	koɗum	mitä	nasıl	cad	mba'e piko	NA	deenyąą t'inyąą	hin	što	hogyan	nama	aṅa	imatak	NA	hvernig	どう	hơgĕt	qalay	herhen	nhani	어떻게	vɛ̀ɛ̀	anyána	baramma	antekamma	tyara okanti	nej	kala awe	vintso̱	uryeena	matits	quiene	quenicatza	NA	bwanji	aliyakerexe	marã	gi pixpoko	t́i	ka mawx	imano	ima	ce	iki	maid	ya	cómo	NA	churigá	ano	ata	nähili	ne	qandaq	gì	lan	bix	怎麼	甚麼	jujche
42010029	soe	NA	sapasirake	wan	ime	noau	ise	ana-nga	cátañagi	mach	achīö	qui	kdo	håyi	caxca une	gagono	a'atani	pwy	hvem	wer	wer	ãa	amìı	aai	nɔ́nná	who	who	kiuva	kinkusmi	énê	homo	kuka	kіmdіr	cé	máva piko	NA	juu	hak	tko	ki	sapa	ònye	pitak	siapakah yang	hver	だれ	hlơi	kim	hen	noyehoki	누가	nɛ̀ɛ́	aányɛ́	pasera	inai	tyanimpatyora	pɨn	hie	pa̱nts	naanu	tari-e	öquenu	ajqueya	wie	ndani	xala	ma'g̃a	katni	i̱apaap	mawx	pitaj	pitaq	cine	nde	gii	yiida	quién	aba	chieri	sino	n'ûrîkû	kim	kim	kimler	ai	kan	máax	誰	誰	iyø
42010036b	toh	ngunha	sane encenke	ônin	ime	aléq	apai	ana-nga	cáteiti	mach	ök yòh ök	quin	který	håyi	caxcamba	gago	a'ataani	pa un	hvem	wer	welcher	buor	amìı	inɛ aai	nóo	which one	which one	nalliat	naliat	énê	homo	kuka	kіm	cé acu	mávapa	wanjaku	juu	himuwa	koji	ki	sapa	onye	maikantak	siapakah yang	hver	だれ	hlơi	qaysısı	NA	yehoki	누가	ɔ́ɔ̀	háányɛ́	kemma	kereanga	tyani	ma	sa awe	pa̱n	naanu	mâb	öquenu	catlique	wie	uti	xala	manamo	giru	juppɨc	mawx	maygan	mayqannintaq	care	nde	guhtemuš	yiida	quién	aba	chieri	sino	n'ûrîkû	haýsysy	hangisi	qaysisi	ai	kan	máacalmáac	誰	誰	jutipø
42011019	soe	ngunhalantama	sapasira	wan	upa	NA	kuga	gu-gaya	cági	mach	chīö	qui	jakou	håyi	caxca une	gago	a'atani	pwy	NA	wen	wen	ãa	amìı	aa bei	nóo woolá	whose	how	kikulli	nau͡gg'un	énê	homo	kenen	kіmіn	cé	máva piko	wanjungku	juu	hakiy	čijom	ki	sapa	onye	pipa	bagaimana	hverju	だれ	hlơi	kimnin'	heneer	lwani	누구의	nɛ̀ɛ̀	aányɛ́	sapa	inai	tyaniratyo	pɨn	hie	pa̱n	naanu	tari-i	NA	ajqueya	hoe	yani	xala	ma'g̃a	katu	NA	pui mawx	pipa	pipa	cui	nde	gean	ɓa	de quién	aba	'lacha	kaninong	ûû	kim	kimin	kimge	của ai	gan	máax	誰	誰	NA
42012014	soe	NA	sira	wan	ime	noau	ise	ana-nga	cági	mach	achīö	qui	NA	håyi	caxca une	gago	a'ataani	pwy	NA	wer	wer	ãa	amìı	inɛ aa	nóo	who	who	kia	kia	fan	homo	mitä	kіm	cé	máva piko	NA	juu	hak	tko	ki	sapa	ònye	NA	siapakah yang	hver	だれ	hlơi	kim	hen	nani	NA	nɛ̀ɛ́	aányɛ́	sapa	inai	NA	pɨn	hie	pa̱nts	naanu	tari-e	öquenu	NA	hoe	ndani	xala	NA	katu	i̱	mawx	NA	pitaq	cine	nde	gii	yiida	quién	mbaerã	chieri	sino	n'ûû	kim	kim	kim	ai	kan	máax	誰	誰	i'is
42012017	peue	NA	kenkenang	se	upa	ntrớu	kuga	ngu-yinmiya	cábasán funa	tasm	sitih	què	NA	håfa	cua'	gado	a'ini	beth	hvad	was	was	ŋmɩn	ayìı	inge	nɛ́nná	what	what	qanuq	qaillun	nan	hono	mitä	NA	cad	mba'e piko	wanjarrmalda	deehishi'yaa	hinhtini	što	mit	nama	gini	imasatak	NA	hvað	どう	hơgĕt	ne	yaadag	nhani	어떻게	vɛ̀ɛ̀	anyána	apa	apa	tyarikatyo nonkantakero	ti	inun	tis	ndyeena	tare-e	tli	tlaque	NA	ndidzatani	xoare	marã	gi	t́i	yuh ka mawx	maymantaj	maypiñataq	ce	nte	maid	na	qué	mañɨ	cholama	ano	n'ata	näme	ne	qandaq	gì	nu	ba'ax	怎麼	怎麼	tiyø
42012020	soe	nthakinhantama	nyen	wan	ime	noau	ise	NA	cábasan	machm	chīö	qui	komu	håyi	caxca	gagono	a'ataani	pwy	hvem	wer	wem	ãa	amìı	aa	nɔ́nná	who	who	kia	kia	énê	homo	kenelle	kіmä	cé	piko mávape	wanjungku	juu	hakiy	komu	kié	sapa	ònye	pimandasik	siapa	hver	だれ	hlơi	kimge	hen	fyani	NA	nɛ̀ɛ́-nɛ̀	aányɛ́	sapa	inai	tyanimpatyo	pɨn	hie	pa̱n	naanu	tari-i	öque	ajqueya	wie	za yani	xalaite	NA	katunpatkani	i̱	pui mawx	pipäraj	pipaqtaq	cui	nde	geasa	ɓa	quién	aba	chieri	kanino	ûû	kime	kime	kimge	ai	ku	máax	誰	誰	tiyø
42012025	soe	NA	nyenke	ônin	NA	aléq	ise	ny-yinga	NA	NA	achīö	qui	NA	håyi	NA	gagono	a'ataani	NA	hvad	wer	wer	buor	ayìıha	inɛ aa	nóo	who	NA	nalliqsi	kia	énê	homo	kuka	kіm	cé agaibh	máva piko	NA	NA	hak	NA	ki	NA	ònye	pikunatak	apa	hver	だれ	hlơi	kim	hen	nani	누가	ɔ́ɔ̀	aányɛ́	sapa	inai	NA	pɨn	hie	pa̱nts	naanu	tari-e	nionöque	NA	waar	ndani	xala	NA	katu	NA	mawx	piraj	mayqannikichiktaq	cine	nde	guhtemuš	yiida	quién	NA	NA	sino	n'ûû	haýsy	hanginiz	qaysinglar	ai	kan	máax	誰	誰	NA
42012026	pakon	iwunhangantama	ngudiang	nzu ti	nongko'upa	nṓq	ngkai	an-nga nula	ca uágu	tas yuj	pòyòh	per què	proč	sa' put håfa na	cua' uc'a	gadono	a'ini	beth	hvorfor	warum	was	bʋ̃ʋ n'ʋ so	ayìıha	inge dɛi	moo ȩn	why	why	summan	ciin	jen	ko saabii	mitä	neçіn	cad chuige	maerã piko	NA	jaghaii	hinoqw	zašto	mit	nama kebuah	gini	imapatak	apa	hví	どうして	hyư̆m	nege	yuu	nhani	왜	le yɛɛ	anyíatɛ́	arapa	angngapa	tyara okantaka	nej co	wuah inun	tya̱jx	lwashiina	tarexa	tli para	para tlen	waarover	muderanji	xoanere hoka	NA	klu chinanu	t́iiga	yuh ka mawx	NA	imapaqtaq	de ce	iki gituma	manne	ya	por qué	mbaerã	chonigá	bakit	mbi n'ûntû	näme üçin	neden	neme	tại sao	lu tax	ba'axten	何必	為甚麼	ti'ajcuy
42012056	pakon	NA	napi awinan	nzu ti	nongko'upa	ntrớu	ngkai	NA	ca uágu	tas yuj	sitih	com	jak	sa håfa na	cua' uc'a	gadono	NA	pam	hvorfor	wie	wie	bʋ̃ʋ n'ʋ so	dànìghǫ	inge dɛi	NA	how	why	NA	qaillun	jen	ko waɗi	kuinka	nasıl	cad	mba'éicha rupi piko	NA	deehee'yaa	hin	kako	miért	nama kebuah	òle	imapatak	NA	hvernig	どうして	hyư̆m	nege	yaagaad	nhani	왜	le yɛɛ	anyána	arapa	apa saba'na	tyara okantaka	nej co	wuah inun	tya̱jx	lwashiina	mati	tlica	para tlen	NA	bwanji	xoanere hoka	maranameuhũ	gi gixpoko	t́iiga	NA	imanirtaj	imaynam	cum	iki	manne	na	cómo	mbaerã	chonigá	bakit	NA	näme üçin	nasıl	neme	tại sao	lu tax	ba'axten	為什麼	怎麼	ti'ajcuy
42012057	pakon	NA	napi awinan	o yô se	nongko'upa	nṓq	engkai	gun-ngiya	ca uágu	tas yuj	pòyòh	per què	proč	sa' håfa na	cua' uc'a	gadono	a'ini een cɨn	pam	hvorfor	warum	warum	bʋ̃ʋ n'ʋ so	dànìghǫ	inge dɛi	moo ȩn	why	why	summan-aasii	ciin-llu	jen	ko saabii	miksi	nesoy	cad chuige	mba'ére piko	NA	jaghaii	hinoqw	zašto	miért	nama kebuah	gini	imapatak	apa sebabnya	hví	なぜ	hyư̆m	nege	yuund	nhani	어째서	le yɛɛ	anyíatɛ́	arapa	angngapa	tyara pikantaigakara	nej co	wuah inun	tya̱jx	lwashiina	tarexa	tlica	quenque	NA	mulekeranji	xoana hoka	maranameuhũ	klu chinanu	t́iiga	patix	imanirtaj	NA	de ce	iki	manne	tah ya	por qué	mbaerã	chonigá	bakit	mbi n'ûntû	näme üçin	neden	nemixqa	tại sao	lu tax	ba'axten	為什麼	為甚麼	ti'ajcuy
42013018a	pakriban	nthakinhama	sapunapike	nzu	koi upa	ntrớu	kai	NA	ída	chajtl	yòh	què	NA	håfa	cache'da	gado	a'ini	sut	hvad	wem	wem	bʋ̃ʋ n'ʋ	ayìı	inge	ȩná	what	what	sutun	catun	nan	hono	millainen	neyä	cad	mba'épepa	wanyu	doonchy'aa	hihta	kako	mihez	baka ni	gini	imasatak	apakah	hverju	何	hơgĕt	nege	yuutai	choni	무엇과	yɛɛ	aátɛ́	baramma	antekamma	tatoita	nej	kalaawe	vintso̱	shiina	tare-i	tli	quenicatza	NA	chiyani	xoare	marã	kluneru	jutsa̱p	patix	imamanraj	imaynataq	ce	n'iki	man	ya	qué	mbae	churigá	ano	mbi	nämä	neye	qandaq	gì	lan	ba'ax	什麼	甚麼	NA
42015026	peue	nthakinherramai	ngudiang	NA	upa	ntrớu	kai	nyiburr-yinmiya	ca	tas yuj	NA	què	co	håfa	cua'	NA	NA	beth	hvad	was	was	NA	dàgodıì	ingei	ȩn	what	what	summagaisa	ca	jen	ko	mitä	ne	cad	mba'épa	wanjarrmalmal	deegwii'in	hinoqw	što	mi	NA	NA	ima	apa	hvað	何	hơgĕt	ne	yuu	choni	무슨	NA	aátɛ́	apa	apa	tatatyo	ti	inun	ti	shiina	tare-i	NA	tlaque	wat	nzotani	xoana hoka	maraname	klunerni	t́iiga	yuh ka mawx	imataj	NA	ce	NA	mii	NA	qué	mbaerã	tachiri	bakit	n'ata	NA	neler	neme	gì	lu	ba'ax	NA	怎麼	tiyø
42016002	peubeutôi	nthakinhamilaka	NA	nzu	upa	ntrớu	kuga	gun-nga	ída	tas	asuh	què	co	håfa	cuaxca	gado	a'ini	beth	hvad	was	was	ŋmɩn	NA	inge	NA	what	what	sunaimña	qaillun	jen	ko	mitä	ne	cad	mba'e piko	wanjarrman	deeni'in	hihta	što	mit	nama	gini	imasatak	bagaimana	hvað	どう	hơgĕt	ne	yuu	choni	어떻게	vɛ̀ɛ̀	NA	apa	apa	NA	nej	inun	tits	shiina	mati	tlininiji	tlaque	wat	chiyani	xoana	garamo	klunerni	t́i	yuh ka mawx	NA	NA	ce	ibiki	maid	ya	qué	mbaerã	NA	ano	n'ata	näme	ne	qandaq	gì	lan	ba'ax	怎麼	怎麼	tiyete
42016003	peu	nthakinhamerritjina	apa	se	upa	nṓq	kai	ngu-yinmiya	cábati	tasm	sitih	què	co	håfa	cua'	gado	a'iqui	beth	hvad	was	was	ŋmɩn	dàhdza	inge	nɛ́nná	what	what	suniaqpik	qaillun	nan	hono	mitä	ne	cad	mba'e piko	wanjarrmal	deeshi'yaa	hinhtini	što	mit	nama	gini	imasami	apa	hvað	どう	hơgĕt	ne	yaah	nhani	어떻게	vɛ̀ɛ̀	anyána	baramma	apami	tyarikatyo nonkantakempara	ti	inun	tits	ndyeena	tare-e	tli	tlaque	wat	chiyani	xoare	marã	klu	t́i	yuh ka mawx	imanöraj	imanaykusaqtaq	ce-o	gute	maid	na	qué	mañɨ	tachiri	ano	n'ata	näme	ne	qandaq	gì	nu	ba'ax	怎麼	甚麼	tiyø
